ID_TRIAL ;ID_MOVEMENT ;STAGE ;TIME_STAMP ;TIME ;TYPE_OF_MOVEMENT ;GOAL_POS_X ;GOAL_POS_Y ;GOAL_POS_Z ;FINAL_POS_X ;FINAL_POS_Y ;FINAL_POS_Z ;GOAL_ROT_QX ;entry.1660182423;GOAL_ROT_QZ ;entry.727938622;FINAL_ROT_QX ;FINAL_ROT_QY ;FINAL_ROT_QZ ;FINAL_ROT_QW 
190605162249;163214N57;PROP_MATCHING_NO_RETARGETING;16:32:17 05-06-19;2711;0;0;0;0;-0.2153649;0.7840776;-3.059961;0;0;0;1;0.02582951;-0.03569176;0.004659465;0.9990182
190605162249;163217N58;PROP_MATCHING_NO_RETARGETING;16:32:25 05-06-19;7706;0;0;0;0;0.0324793;0.8879967;-3.505708;0;0;0;1;0.0913098;0.2532113;-0.05073243;-0.9617551
190605162249;163225N59;PROP_MATCHING_NO_RETARGETING;16:32:29 05-06-19;4439;0;0;0;0;-0.2178462;0.7868624;-3.076262;0;0;0;1;0.103636;0.0004990289;0.01698188;0.9944702
190605162249;163229N60;PROP_MATCHING_NO_RETARGETING;16:32:30 05-06-19;1264;0;0;0;0;-0.2178462;0.7868624;-3.076262;0;0;0;1;0.103636;0.0004990289;0.01698188;0.9944702
190605162249;163231N62;PROP_MATCHING_NO_RETARGETING;16:32:34 05-06-19;2834;0;0;0;0;0.2167504;0.8301258;-3.06635;0;0;0;1;0.01883879;-0.03456737;-0.04096492;-0.9983848
190605162249;163234N63;PROP_MATCHING_NO_RETARGETING;16:32:38 05-06-19;4428;0;0;0;0;0.001817882;0.8602304;-3.4822;0;0;0;1;0.04188561;-0.6964832;-0.01111238;0.7162634
190605162249;163238N64;PROP_MATCHING_NO_RETARGETING;16:32:41 05-06-19;3040;0;0;0;0;0.2108957;0.7783079;-3.065602;0;0;0;1;-0.02701326;-0.005941706;-0.005373714;0.999603
190605162249;163241N65;PROP_MATCHING_NO_RETARGETING;16:32:42 05-06-19;1150;0;0;0;0;0.2108957;0.7783079;-3.065602;0;0;0;1;-0.02701326;-0.005941706;-0.005373714;0.999603
190605162249;163243N67;PROP_MATCHING_NO_RETARGETING;16:32:45 05-06-19;2051;0;0;0;0;-0.217648;0.7894545;-3.05227;0;0;0;1;0.1023993;-0.002150947;0.01925824;0.9945547
190605162249;163245N68;PROP_MATCHING_NO_RETARGETING;16:32:50 05-06-19;4543;0;0;0;0;0.0009937733;0.8611608;-3.477875;0;0;0;1;0.05046821;0.7009455;-0.05368849;0.7093983
190605162249;163250N69;PROP_MATCHING_NO_RETARGETING;16:32:54 05-06-19;3607;0;0;0;0;-0.2218983;0.7844715;-3.064053;0;0;0;1;0.05850604;0.01699251;0.01479859;0.9980327
190605162249;163254N70;PROP_MATCHING_NO_RETARGETING;16:32:55 05-06-19;1543;0;0;0;0;-0.2218983;0.7844715;-3.064053;0;0;0;1;0.05850604;0.01699251;0.01479859;0.9980327
190605162249;163256N72;PROP_MATCHING_NO_RETARGETING;16:32:58 05-06-19;2289;0;0;0;0;0.2183603;0.7930732;-3.055588;0;0;0;1;0.03054364;0.01002623;0.04280601;0.9985661
190605162249;163258N73;PROP_MATCHING_NO_RETARGETING;16:33:04 05-06-19;5623;0;0;0;0;-2.533197E-05;0.8584852;-3.48293;0;0;0;1;0.01174796;0.01069325;-0.005080056;0.9998609
190605162249;163304N74;PROP_MATCHING_NO_RETARGETING;16:33:09 05-06-19;4564;0;0;0;0;0.2168438;0.7797403;-3.060875;0;0;0;1;0.0005077273;0.008770992;-0.00639671;0.999941
190605162249;163309N75;PROP_MATCHING_NO_RETARGETING;16:33:09 05-06-19;863;0;0;0;0;0.2168438;0.7797403;-3.060875;0;0;0;1;0.0005077273;0.008770992;-0.00639671;0.999941
190605162249;163310N77;PROP_MATCHING_NO_RETARGETING;16:33:12 05-06-19;1664;0;0;0;0;-0.2159328;0.7803545;-3.060299;0;0;0;1;0.0115677;-0.002408173;-0.0004172898;0.9999301
190605162249;163312N78;PROP_MATCHING_NO_RETARGETING;16:33:18 05-06-19;6573;0;0;0;0;0.0004834533;0.8608298;-3.493528;0;0;0;1;-0.003537487;0.0263491;0.0199191;0.9994481
190605162249;163318N79;PROP_MATCHING_NO_RETARGETING;16:33:24 05-06-19;6030;0;0;0;0;-0.2178393;0.811964;-3.088692;0;0;0;1;0.05029543;0.08341209;0.07696027;0.9922651
190605162249;163324N80;PROP_MATCHING_NO_RETARGETING;16:33:26 05-06-19;1555;0;0;0;0;-0.2178393;0.811964;-3.088692;0;0;0;1;0.05029543;0.08341209;0.07696027;0.9922651
190605162249;163327N82;PROP_MATCHING_NO_RETARGETING;16:33:30 05-06-19;2846;0;0;0;0;0.209052;0.8116779;-3.085591;0;0;0;1;0.01081447;0.08662053;0.02076313;0.9959663
190605162249;163330N83;PROP_MATCHING_NO_RETARGETING;16:33:40 05-06-19;9593;0;0;0;0;-0.003385857;0.8558993;-3.48398;0;0;0;1;-0.002965122;-0.7030322;-2.854959E-06;-0.7111518
190605162249;163340N84;PROP_MATCHING_NO_RETARGETING;16:33:45 05-06-19;4841;0;0;0;0;0.216014;0.7927856;-3.072019;0;0;0;1;0.04045304;-0.03804866;-0.0433941;-0.9975133
190605162249;163345N85;PROP_MATCHING_NO_RETARGETING;16:33:46 05-06-19;1351;0;0;0;0;0.216014;0.7927856;-3.072019;0;0;0;1;0.04045304;-0.03804866;-0.0433941;-0.9975133
190605162249;163347N87;PROP_MATCHING_NO_RETARGETING;16:33:49 05-06-19;1826;0;0;0;0;-0.2223141;0.7746372;-3.061165;0;0;0;1;-0.0145462;3.906641E-05;0.009017721;0.9998536
190605162249;163349N88;PROP_MATCHING_NO_RETARGETING;16:33:57 05-06-19;7833;0;0;0;0;0.01224639;0.8646727;-3.485214;0;0;0;1;0.01433065;-0.3198574;0.04082277;0.9464774
190605162249;163357N89;PROP_MATCHING_NO_RETARGETING;16:34:01 05-06-19;4126;0;0;0;0;-0.2154853;0.7952189;-3.070621;0;0;0;1;0.00831614;0.04265266;0.05245454;0.9976774
190605162249;163401N90;PROP_MATCHING_NO_RETARGETING;16:34:03 05-06-19;2112;0;0;0;0;-0.2154853;0.7952189;-3.070621;0;0;0;1;0.00831614;0.04265266;0.05245454;0.9976774
190605162249;163404N92;PROP_MATCHING_NO_RETARGETING;16:34:06 05-06-19;2639;0;0;0;0;0.2168214;0.7801843;-3.060578;0;0;0;1;-0.009627302;0.02479756;-0.01048343;0.9995912
190605162249;163406N93;PROP_MATCHING_NO_RETARGETING;16:34:15 05-06-19;8656;0;0;0;0;0.003531724;0.8591037;-3.484349;0;0;0;1;0.003464848;-0.6978357;0.008407234;0.7162001
190605162249;163415N94;PROP_MATCHING_NO_RETARGETING;16:34:20 05-06-19;4534;0;0;0;0;0.2132339;0.7787542;-3.065681;0;0;0;1;-0.00851567;0.01551885;-0.005648087;0.9998274
190605162249;163420N95;PROP_MATCHING_NO_RETARGETING;16:34:20 05-06-19;929;0;0;0;0;0.2132339;0.7787542;-3.065681;0;0;0;1;-0.00851567;0.01551885;-0.005648087;0.9998274
190605162249;163421N97;PROP_MATCHING_NO_RETARGETING;16:34:23 05-06-19;2017;0;0;0;0;-0.2205554;0.7875099;-3.053963;0;0;0;1;0.04021607;0.006899502;0.04234509;0.9982695
190605162249;163423N98;PROP_MATCHING_NO_RETARGETING;16:34:29 05-06-19;5493;0;0;0;0;-0.0002639592;0.8718362;-3.489786;0;0;0;1;-0.08925957;-0.3800967;-0.01483946;-0.9205102
190605162249;163429N99;PROP_MATCHING_NO_RETARGETING;16:34:35 05-06-19;6416;0;0;0;0;-0.2215959;0.7819571;-3.068677;0;0;0;1;0.007968524;0.05556824;0.06323995;0.9964183
190605162249;163435N100;PROP_MATCHING_NO_RETARGETING;16:34:36 05-06-19;1240;0;0;0;0;-0.2215959;0.7819571;-3.068677;0;0;0;1;0.007968524;0.05556824;0.06323995;0.9964183
190605162249;163523N102;PROP_MATCHING_NO_RETARGETING;16:35:25 05-06-19;2150;0;0;0;0;0.2175078;0.7777543;-3.061869;0;0;0;1;-0.02601059;0.031142;-0.01671513;0.9990367
